Entity,Code,Year, (% of GDP)
Afghanistan,AFG,2002,7.76307316
Afghanistan,AFG,2003,8.81605343
Afghanistan,AFG,2004,8.78670722
Afghanistan,AFG,2005,8.06810435
Afghanistan,AFG,2006,7.43397155
Afghanistan,AFG,2007,6.72831635
Afghanistan,AFG,2008,8.32809334
Afghanistan,AFG,2009,9.41897064
Afghanistan,AFG,2010,9.19772273
Afghanistan,AFG,2011,7.87199189
Afghanistan,AFG,2012,8.51891268
Afghanistan,AFG,2013,8.13486556
Afghanistan,AFG,2014,8.18227382
Albania,ALB,1995,6.59707903
Albania,ALB,1996,7.43197435
Albania,ALB,1997,7.56809993
Albania,ALB,1998,6.94329921
Albania,ALB,1999,6.86818989
Albania,ALB,2000,6.2559844
Albania,ALB,2001,6.00014389
Albania,ALB,2002,6.30011348
Albania,ALB,2003,6.26700723
Albania,ALB,2004,6.37953469
Albania,ALB,2005,6.11631076
Albania,ALB,2006,5.86129625
Albania,ALB,2007,6.10393525
Albania,ALB,2008,5.86941616
Albania,ALB,2009,5.79133946
Albania,ALB,2010,5.33503501
Albania,ALB,2011,5.71466526
Albania,ALB,2012,5.58917285
Albania,ALB,2013,5.65513948
Albania,ALB,2014,5.88310543
Algeria,DZA,1995,3.70152453
Algeria,DZA,1996,3.34906968
Algeria,DZA,1997,3.59465773
Algeria,DZA,1998,3.59408178
Algeria,DZA,1999,3.43391495
Algeria,DZA,2000,3.48902094
Algeria,DZA,2001,3.83786516
Algeria,DZA,2002,3.73006375
Algeria,DZA,2003,3.60102674
Algeria,DZA,2004,3.54406326
Algeria,DZA,2005,3.23516801
Algeria,DZA,2006,3.35511843
Algeria,DZA,2007,3.82141191
Algeria,DZA,2008,4.20191141
Algeria,DZA,2009,5.35942501
Algeria,DZA,2010,5.11715468
Algeria,DZA,2011,5.29292834
Algeria,DZA,2012,6.14311272
Algeria,DZA,2013,7.12438268
Algeria,DZA,2014,7.20717804
Andorra,AND,1995,5.80799984
Andorra,AND,1996,6.09433321
Andorra,AND,1997,6.14492202
Andorra,AND,1998,7.75592576
Andorra,AND,1999,5.72830824
Andorra,AND,2000,5.78129974
Andorra,AND,2001,5.78874692
Andorra,AND,2002,5.97260274
Andorra,AND,2003,5.74503291
Andorra,AND,2004,5.70388241
Andorra,AND,2005,5.22335314
Andorra,AND,2006,5.31389324
Andorra,AND,2007,6.33545578
Andorra,AND,2008,6.5674086
Andorra,AND,2009,6.75968963
Andorra,AND,2010,7.99926652
Andorra,AND,2011,6.70379149
Andorra,AND,2012,7.54733741
Andorra,AND,2013,11.4780464
Andorra,AND,2014,8.12713561
Angola,AGO,1995,6.45887795
Angola,AGO,1996,2.81473208
Angola,AGO,1997,3.4825593
Angola,AGO,1998,3.33560211
Angola,AGO,1999,3.37784418
Angola,AGO,2000,2.78728366
Angola,AGO,2001,5.38455772
Angola,AGO,2002,3.63392075
Angola,AGO,2003,4.40528442
Angola,AGO,2004,4.70732007
Angola,AGO,2005,4.10396002
Angola,AGO,2006,4.54243749
Angola,AGO,2007,3.38311163
Angola,AGO,2008,3.84493395
Angola,AGO,2009,4.37177378
Angola,AGO,2010,3.39114609
Angola,AGO,2011,3.3795827
Angola,AGO,2012,3.30479422
Angola,AGO,2013,4.26303169
Angola,AGO,2014,3.30698293
Antigua and Barbuda,ATG,1995,4.1436129
Antigua and Barbuda,ATG,1996,3.92096985
Antigua and Barbuda,ATG,1997,3.93930715
Antigua and Barbuda,ATG,1998,3.92020732
Antigua and Barbuda,ATG,1999,3.96104693
Antigua and Barbuda,ATG,2000,4.12504853
Antigua and Barbuda,ATG,2001,4.48439049
Antigua and Barbuda,ATG,2002,4.41378705
Antigua and Barbuda,ATG,2003,4.53434099
Antigua and Barbuda,ATG,2004,4.20698542
Antigua and Barbuda,ATG,2005,4.41010035
Antigua and Barbuda,ATG,2006,4.34002161
Antigua and Barbuda,ATG,2007,4.26972324
Antigua and Barbuda,ATG,2008,4.69201433
Antigua and Barbuda,ATG,2009,4.86206202
Antigua and Barbuda,ATG,2010,5.6285144
Antigua and Barbuda,ATG,2011,5.64852918
Antigua and Barbuda,ATG,2012,5.38593825
Antigua and Barbuda,ATG,2013,5.33222783
Antigua and Barbuda,ATG,2014,5.54168311
Arab World,,1995,3.699065093
Arab World,,1996,3.690651632
Arab World,,1997,3.861093866
Arab World,,1998,4.173795155
Arab World,,1999,4.277465255
Arab World,,2000,4.119981984
Arab World,,2001,4.390891483
Arab World,,2002,4.414998152
Arab World,,2003,4.201716459
Arab World,,2004,3.938217267
Arab World,,2005,3.57556927
Arab World,,2006,3.525856125
Arab World,,2007,3.619370957
Arab World,,2008,3.53052216
Arab World,,2009,4.570582195
Arab World,,2010,4.161209534
Arab World,,2011,4.095952526
Arab World,,2012,4.398545265
Arab World,,2013,4.663840645
Arab World,,2014,4.874426767
Argentina,ARG,1995,8.31099274
Argentina,ARG,1996,8.02499359
Argentina,ARG,1997,8.36136161
Argentina,ARG,1998,8.53592553
Argentina,ARG,1999,9.35514932
Argentina,ARG,2000,9.21275669
Argentina,ARG,2001,9.37589012
Argentina,ARG,2002,8.31392968
Argentina,ARG,2003,8.21606274
Argentina,ARG,2004,6.84056093
Argentina,ARG,2005,6.84561938
Argentina,ARG,2006,6.68187054
Argentina,ARG,2007,6.49458405
Argentina,ARG,2008,6.66371839
Argentina,ARG,2009,7.63475841
Argentina,ARG,2010,6.55015616
Argentina,ARG,2011,5.89274265
Argentina,ARG,2012,5.01904817
Argentina,ARG,2013,4.98687258
Argentina,ARG,2014,4.78591616
Armenia,ARM,1995,6.41873606
Armenia,ARM,1996,5.7907572
Armenia,ARM,1997,5.76758904
Armenia,ARM,1998,5.75617179
Armenia,ARM,1999,5.68179057
Armenia,ARM,2000,6.25348348
Armenia,ARM,2001,5.94041648
Armenia,ARM,2002,5.40041921
Armenia,ARM,2003,5.56388068
Armenia,ARM,2004,5.50118169
Armenia,ARM,2005,5.25211644
Armenia,ARM,2006,4.57775072
Armenia,ARM,2007,4.30883082
Armenia,ARM,2008,3.79932298
Armenia,ARM,2009,4.54532341
Armenia,ARM,2010,4.56226302
Armenia,ARM,2011,3.71354097
Armenia,ARM,2012,4.48215825
Armenia,ARM,2013,4.55022679
Armenia,ARM,2014,4.48014942
Australia,AUS,1995,7.25973523
Australia,AUS,1996,7.44304741
Australia,AUS,1997,7.49922799
Australia,AUS,1998,7.66270214
Australia,AUS,1999,7.78975897
Australia,AUS,2000,8.07814515
Australia,AUS,2001,8.17867869
Australia,AUS,2002,8.39043833
Australia,AUS,2003,8.31845119
Australia,AUS,2004,8.57432053
Australia,AUS,2005,8.45389263
Australia,AUS,2006,8.49118995
Australia,AUS,2007,8.5306305
Australia,AUS,2008,8.78349607
Australia,AUS,2009,9.04605596
Australia,AUS,2010,9.01527191
Australia,AUS,2011,9.19934655
Australia,AUS,2012,9.35738514
Australia,AUS,2013,9.36373848
Australia,AUS,2014,9.42230024
Austria,AUT,1995,9.54702427
Austria,AUT,1996,9.52730055
Austria,AUT,1997,9.8252159
Austria,AUT,1998,9.99743397
Austria,AUT,1999,10.18758732
Austria,AUT,2000,10.06456722
Austria,AUT,2001,10.11903601
Austria,AUT,2002,10.27003327
Austria,AUT,2003,10.48033992
Austria,AUT,2004,10.55988254
Austria,AUT,2005,10.53141508
Austria,AUT,2006,10.35154773
Austria,AUT,2007,10.40127692
Austria,AUT,2008,10.60392998
Austria,AUT,2009,11.19443731
Austria,AUT,2010,11.16524816
Austria,AUT,2011,10.93557307
Austria,AUT,2012,11.16821981
Austria,AUT,2013,11.1377909
Austria,AUT,2014,11.20547328
Azerbaijan,AZE,1995,5.79187601
Azerbaijan,AZE,1996,6.12391391
Azerbaijan,AZE,1997,5.45197597
Azerbaijan,AZE,1998,5.43466004
Azerbaijan,AZE,1999,5.35714447
Azerbaijan,AZE,2000,4.67081301
Azerbaijan,AZE,2001,4.48244097
Azerbaijan,AZE,2002,4.46710558
Azerbaijan,AZE,2003,6.56328804
Azerbaijan,AZE,2004,7.92454395
Azerbaijan,AZE,2005,7.8639081
Azerbaijan,AZE,2006,6.16806759
Azerbaijan,AZE,2007,5.09525293
Azerbaijan,AZE,2008,4.37406647
Azerbaijan,AZE,2009,5.85024048
Azerbaijan,AZE,2010,5.3336001
Azerbaijan,AZE,2011,5.00932503
Azerbaijan,AZE,2012,5.36689762
Azerbaijan,AZE,2013,5.53755045
Azerbaijan,AZE,2014,6.0368632
Bahamas,BHS,1995,6.8503937
Bahamas,BHS,1996,6.91604323
Bahamas,BHS,1997,5.55011883
Bahamas,BHS,1998,5.58609619
Bahamas,BHS,1999,5.23029011
Bahamas,BHS,2000,5.20817529
Bahamas,BHS,2001,5.14618628
Bahamas,BHS,2002,5.25568411
Bahamas,BHS,2003,5.6180021
Bahamas,BHS,2004,6.02453452
Bahamas,BHS,2005,5.95416502
Bahamas,BHS,2006,6.93251788
Bahamas,BHS,2007,7.07559268
Bahamas,BHS,2008,7.3029743
Bahamas,BHS,2009,7.4319201
Bahamas,BHS,2010,7.43658423
Bahamas,BHS,2011,7.63371738
Bahamas,BHS,2012,7.43010401
Bahamas,BHS,2013,7.04554853
Bahamas,BHS,2014,7.74236489
Bahrain,BHR,1995,4.11287292
Bahrain,BHR,1996,4.03746857
Bahrain,BHR,1997,4.34798137
Bahrain,BHR,1998,4.31625384
Bahrain,BHR,1999,4.18890934
Bahrain,BHR,2000,3.50896583
Bahrain,BHR,2001,3.79531921
Bahrain,BHR,2002,3.89413936
Bahrain,BHR,2003,3.73972896
Bahrain,BHR,2004,3.36600777
Bahrain,BHR,2005,3.15804988
Bahrain,BHR,2006,3.07675509
Bahrain,BHR,2007,3.07767478
Bahrain,BHR,2008,3.16848651
Bahrain,BHR,2009,3.786504
Bahrain,BHR,2010,3.63764959
Bahrain,BHR,2011,3.40195337
Bahrain,BHR,2012,4.36591164
Bahrain,BHR,2013,4.68637938
Bahrain,BHR,2014,4.98079638
Bangladesh,BGD,1995,3.22157662
Bangladesh,BGD,1996,2.96373618
Bangladesh,BGD,1997,2.25028592
Bangladesh,BGD,1998,2.25182094
Bangladesh,BGD,1999,2.29318008
Bangladesh,BGD,2000,2.32679549
Bangladesh,BGD,2001,2.46995061
Bangladesh,BGD,2002,2.59288743
Bangladesh,BGD,2003,2.51003846
Bangladesh,BGD,2004,2.61548602
Bangladesh,BGD,2005,2.67725039
Bangladesh,BGD,2006,2.79623022
Bangladesh,BGD,2007,2.79895606
Bangladesh,BGD,2008,2.84653391
Bangladesh,BGD,2009,2.90958368
Bangladesh,BGD,2010,3.06355993
Bangladesh,BGD,2011,3.155874
Bangladesh,BGD,2012,3.08120807
Bangladesh,BGD,2013,2.88285726
Bangladesh,BGD,2014,2.81899856
Barbados,BRB,1995,5.21222112
Barbados,BRB,1996,5.06553288
Barbados,BRB,1997,5.10668175
Barbados,BRB,1998,4.8775902
Barbados,BRB,1999,5.01105957
Barbados,BRB,2000,5.15515307
Barbados,BRB,2001,5.47182997
Barbados,BRB,2002,5.76189211
Barbados,BRB,2003,5.81503159
Barbados,BRB,2004,5.71254394
Barbados,BRB,2005,5.37770788
Barbados,BRB,2006,5.27479782
Barbados,BRB,2007,5.63907522
Barbados,BRB,2008,6.01496305
Barbados,BRB,2009,6.21396814
Barbados,BRB,2010,6.16899137
Barbados,BRB,2011,6.66975378
Barbados,BRB,2012,7.42925203
Barbados,BRB,2013,7.5687307
Barbados,BRB,2014,7.469303
Belarus,BLR,1995,6.74025354
Belarus,BLR,1996,6.23562466
Belarus,BLR,1997,6.59252515
Belarus,BLR,1998,5.95665774
Belarus,BLR,1999,6.16338326
Belarus,BLR,2000,6.12884845
Belarus,BLR,2001,6.62474592
Belarus,BLR,2002,6.47012421
Belarus,BLR,2003,6.58928033
Belarus,BLR,2004,6.58678934
Belarus,BLR,2005,6.88634578
Belarus,BLR,2006,6.33679804
Belarus,BLR,2007,6.43772703
Belarus,BLR,2008,5.94918995
Belarus,BLR,2009,6.08504113
Belarus,BLR,2010,5.55420409
Belarus,BLR,2011,4.92365904
Belarus,BLR,2012,5.00822363
Belarus,BLR,2013,6.07206556
Belarus,BLR,2014,5.68772158
Belgium,BEL,1995,7.61132513
Belgium,BEL,1996,7.91027712
Belgium,BEL,1997,7.76548243
Belgium,BEL,1998,7.88649843
Belgium,BEL,1999,8.07696011
Belgium,BEL,2000,8.12059728
Belgium,BEL,2001,8.29205205
Belgium,BEL,2002,8.46176755
Belgium,BEL,2003,9.30359795
Belgium,BEL,2004,9.32102699
Belgium,BEL,2005,9.24428757
Belgium,BEL,2006,9.17112797
Belgium,BEL,2007,9.25207442
Belgium,BEL,2008,9.59842645
Belgium,BEL,2009,10.39434014
Belgium,BEL,2010,10.16564067
Belgium,BEL,2011,10.42349563
Belgium,BEL,2012,10.53975001
Belgium,BEL,2013,10.57290301
Belgium,BEL,2014,10.5947509
Belize,BLZ,1995,4.24602899
Belize,BLZ,1996,3.63127017
Belize,BLZ,1997,3.92015182
Belize,BLZ,1998,3.79614802
Belize,BLZ,1999,3.66693481
Belize,BLZ,2000,3.97615331
Belize,BLZ,2001,4.50244268
Belize,BLZ,2002,4.37927042
Belize,BLZ,2003,4.5348229
Belize,BLZ,2004,4.39392269
Belize,BLZ,2005,4.45271318
Belize,BLZ,2006,4.40074319
Belize,BLZ,2007,4.76058357
Belize,BLZ,2008,5.09281839
Belize,BLZ,2009,5.80764478
Belize,BLZ,2010,5.84584806
Belize,BLZ,2011,5.60522062
Belize,BLZ,2012,5.45306037
Belize,BLZ,2013,5.79061965
Belize,BLZ,2014,5.78895004
Benin,BEN,1995,4.69268216
Benin,BEN,1996,4.58649677
Benin,BEN,1997,4.31179803
Benin,BEN,1998,4.38570981
Benin,BEN,1999,4.58684538
Benin,BEN,2000,4.33873071
Benin,BEN,2001,4.68672761
Benin,BEN,2002,4.27443185
Benin,BEN,2003,4.63066141
Benin,BEN,2004,4.56185468
Benin,BEN,2005,4.73384847
Benin,BEN,2006,4.75046608
Benin,BEN,2007,4.54583981
Benin,BEN,2008,4.19564004
Benin,BEN,2009,4.46430984
Benin,BEN,2010,4.94824039
Benin,BEN,2011,5.36875255
Benin,BEN,2012,4.85686602
Benin,BEN,2013,4.59205377
Benin,BEN,2014,4.59429651
Bhutan,BTN,1995,3.97733171
Bhutan,BTN,1996,6.31150093
Bhutan,BTN,1997,7.3507957
Bhutan,BTN,1998,7.23627296
Bhutan,BTN,1999,6.93946877
Bhutan,BTN,2000,6.91231672
Bhutan,BTN,2001,5.91345001
Bhutan,BTN,2002,7.75160507
Bhutan,BTN,2003,4.9041054
Bhutan,BTN,2004,4.40750213
Bhutan,BTN,2005,5.28092275
Bhutan,BTN,2006,5.26868823
Bhutan,BTN,2007,5.87866065
Bhutan,BTN,2008,6.57982434
Bhutan,BTN,2009,6.02784218
Bhutan,BTN,2010,5.17176159
Bhutan,BTN,2011,4.73145771
Bhutan,BTN,2012,3.70384573
Bhutan,BTN,2013,3.82579516
Bhutan,BTN,2014,3.57301481
Bolivia,BOL,1995,3.72938541
Bolivia,BOL,1996,4.62820984
Bolivia,BOL,1997,4.1695752
Bolivia,BOL,1998,5.10001351
Bolivia,BOL,1999,6.19650543
Bolivia,BOL,2000,5.66983151
Bolivia,BOL,2001,6.31154371
Bolivia,BOL,2002,6.52937179
Bolivia,BOL,2003,5.30411075
Bolivia,BOL,2004,5.21561551
Bolivia,BOL,2005,5.66626332
Bolivia,BOL,2006,5.19483534
Bolivia,BOL,2007,4.96364424
Bolivia,BOL,2008,5.00221817
Bolivia,BOL,2009,5.76173626
Bolivia,BOL,2010,5.44301385
Bolivia,BOL,2011,5.49176327
Bolivia,BOL,2012,5.5569911
Bolivia,BOL,2013,5.9649866
Bolivia,BOL,2014,6.33482729
Bosnia and Herzegovina,BIH,1995,9.02980068
Bosnia and Herzegovina,BIH,1996,10.22157282
Bosnia and Herzegovina,BIH,1997,8.12932882
Bosnia and Herzegovina,BIH,1998,8.14897906
Bosnia and Herzegovina,BIH,1999,8.90972456
Bosnia and Herzegovina,BIH,2000,7.08827392
Bosnia and Herzegovina,BIH,2001,7.16021767
Bosnia and Herzegovina,BIH,2002,7.01047901
Bosnia and Herzegovina,BIH,2003,7.9408288
Bosnia and Herzegovina,BIH,2004,9.0438333
Bosnia and Herzegovina,BIH,2005,8.49615182
Bosnia and Herzegovina,BIH,2006,8.28337432
Bosnia and Herzegovina,BIH,2007,8.37007608
Bosnia and Herzegovina,BIH,2008,8.58190329
Bosnia and Herzegovina,BIH,2009,9.64051655
Bosnia and Herzegovina,BIH,2010,9.57831611
Bosnia and Herzegovina,BIH,2011,9.71201831
Bosnia and Herzegovina,BIH,2012,9.9397549
Bosnia and Herzegovina,BIH,2013,9.46431161
Bosnia and Herzegovina,BIH,2014,9.57201597
Botswana,BWA,1995,4.07625751
Botswana,BWA,1996,4.03790507
Botswana,BWA,1997,4.29532105
Botswana,BWA,1998,3.85635148
Botswana,BWA,1999,3.74391572
Botswana,BWA,2000,4.64378253
Botswana,BWA,2001,5.72932944
Botswana,BWA,2002,6.47357061
Botswana,BWA,2003,4.64786115
Botswana,BWA,2004,5.55872796
Botswana,BWA,2005,5.62371187
Botswana,BWA,2006,4.92953585
Botswana,BWA,2007,4.71306526
Botswana,BWA,2008,5.55037104
Botswana,BWA,2009,6.38817073
Botswana,BWA,2010,5.64265217
Botswana,BWA,2011,5.24916763
Botswana,BWA,2012,6.27218857
Botswana,BWA,2013,5.83806784
Botswana,BWA,2014,5.41200262
Brazil,BRA,1995,6.51076042
Brazil,BRA,1996,6.70694533
Brazil,BRA,1997,6.69245518
Brazil,BRA,1998,6.55967037
Brazil,BRA,1999,6.90990454
Brazil,BRA,2000,7.02774504
Brazil,BRA,2001,7.19063692
Brazil,BRA,2002,7.13005982
Brazil,BRA,2003,6.94296392
Brazil,BRA,2004,7.06793519
Brazil,BRA,2005,8.26702693
Brazil,BRA,2006,8.35570723
Brazil,BRA,2007,8.28058988
Brazil,BRA,2008,8.23798966
Brazil,BRA,2009,8.64909707
Brazil,BRA,2010,8.26736921
Brazil,BRA,2011,8.0901717
Brazil,BRA,2012,8.26089862
Brazil,BRA,2013,8.48312451
Brazil,BRA,2014,8.32283359
Brunei,BRN,1995,2.96502086
Brunei,BRN,1996,3.72384445
Brunei,BRN,1997,3.73573354
Brunei,BRN,1998,4.45519327
Brunei,BRN,1999,3.81591842
Brunei,BRN,2000,3.05392326
Brunei,BRN,2001,3.05915827
Brunei,BRN,2002,3.03624423
Brunei,BRN,2003,3.09075683
Brunei,BRN,2004,3.00570028
Brunei,BRN,2005,2.62469019
Brunei,BRN,2006,2.24345194
Brunei,BRN,2007,2.31773158
Brunei,BRN,2008,2.22944566
Brunei,BRN,2009,2.84871691
Brunei,BRN,2010,2.73321659
Brunei,BRN,2011,2.24592919
Brunei,BRN,2012,2.30071015
Brunei,BRN,2013,2.61249972
Brunei,BRN,2014,2.64816289
Bulgaria,BGR,1995,4.75327488
Bulgaria,BGR,1996,4.57258827
Bulgaria,BGR,1997,4.74160776
Bulgaria,BGR,1998,4.66878135
Bulgaria,BGR,1999,5.85566877
Bulgaria,BGR,2000,6.06955519
Bulgaria,BGR,2001,7.23446648
Bulgaria,BGR,2002,7.40609292
Bulgaria,BGR,2003,7.43475437
Bulgaria,BGR,2004,7.08595529
Bulgaria,BGR,2005,7.07978092
Bulgaria,BGR,2006,6.6734753
Bulgaria,BGR,2007,6.41034419
Bulgaria,BGR,2008,6.61156197
Bulgaria,BGR,2009,6.77819389
Bulgaria,BGR,2010,7.24456053
Bulgaria,BGR,2011,6.88297734
Bulgaria,BGR,2012,7.10569778
Bulgaria,BGR,2013,7.93021922
Bulgaria,BGR,2014,8.44291326
Burkina Faso,BFA,1995,4.90774616
Burkina Faso,BFA,1996,5.13518327
Burkina Faso,BFA,1997,5.12841993
Burkina Faso,BFA,1998,5.26031651
Burkina Faso,BFA,1999,5.26786301
Burkina Faso,BFA,2000,5.05909906
Burkina Faso,BFA,2001,4.85203751
Burkina Faso,BFA,2002,5.26139343
Burkina Faso,BFA,2003,5.60978869
Burkina Faso,BFA,2004,6.45328338
Burkina Faso,BFA,2005,6.87238586
Burkina Faso,BFA,2006,6.57889926
Burkina Faso,BFA,2007,6.62938957
Burkina Faso,BFA,2008,6.76855996
Burkina Faso,BFA,2009,7.40543097
Burkina Faso,BFA,2010,7.17005016
Burkina Faso,BFA,2011,5.16945672
Burkina Faso,BFA,2012,5.32688534
Burkina Faso,BFA,2013,5.91240213
Burkina Faso,BFA,2014,4.96026323
Burundi,BDI,1995,4.3744822
Burundi,BDI,1996,4.49703909
Burundi,BDI,1997,4.11362695
Burundi,BDI,1998,4.50070122
Burundi,BDI,1999,4.39141864
Burundi,BDI,2000,4.97839061
Burundi,BDI,2001,4.96067407
Burundi,BDI,2002,5.15367588
Burundi,BDI,2003,5.24840706
Burundi,BDI,2004,7.10205754
Burundi,BDI,2005,9.83776739
Burundi,BDI,2006,11.49013252
Burundi,BDI,2007,10.02676743
Burundi,BDI,2008,7.85946357
Burundi,BDI,2009,6.96418727
Burundi,BDI,2010,8.82066864
Burundi,BDI,2011,8.57801472
Burundi,BDI,2012,8.20755375
Burundi,BDI,2013,8.03161378
Burundi,BDI,2014,7.53556539
Cambodia,KHM,1995,5.38707902
Cambodia,KHM,1996,7.42653701
Cambodia,KHM,1997,6.46012542
Cambodia,KHM,1998,6.02289105
Cambodia,KHM,1999,5.59977223
Cambodia,KHM,2000,5.86525812
Cambodia,KHM,2001,5.70229312
Cambodia,KHM,2002,5.94573973
Cambodia,KHM,2003,6.74284618
Cambodia,KHM,2004,6.43218295
Cambodia,KHM,2005,5.84121965
Cambodia,KHM,2006,4.47935339
Cambodia,KHM,2007,3.7458317
Cambodia,KHM,2008,5.55434947
Cambodia,KHM,2009,6.35516894
Cambodia,KHM,2010,5.95280478
Cambodia,KHM,2011,5.64142819
Cambodia,KHM,2012,6.23920837
Cambodia,KHM,2013,5.93281822
Cambodia,KHM,2014,5.67563855
Cameroon,CMR,1995,3.86124181
Cameroon,CMR,1996,5.16760946
Cameroon,CMR,1997,4.64471655
Cameroon,CMR,1998,4.42322257
Cameroon,CMR,1999,4.43404241
Cameroon,CMR,2000,4.47926062
Cameroon,CMR,2001,4.70069873
Cameroon,CMR,2002,4.86311777
Cameroon,CMR,2003,4.97339975
Cameroon,CMR,2004,4.73054345
Cameroon,CMR,2005,4.75114245
Cameroon,CMR,2006,4.68549975
Cameroon,CMR,2007,4.75670352
Cameroon,CMR,2008,5.17618655
Cameroon,CMR,2009,5.06998858
Cameroon,CMR,2010,5.28483734
Cameroon,CMR,2011,3.96167517
Cameroon,CMR,2012,4.33911457
Cameroon,CMR,2013,4.29309731
Cameroon,CMR,2014,4.10367158
Canada,CAN,1995,8.86134848
Canada,CAN,1996,8.63665594
Canada,CAN,1997,8.60408832
Canada,CAN,1998,8.82742133
Canada,CAN,1999,8.72990945
Canada,CAN,2000,8.66856172
Canada,CAN,2001,9.09586921
Canada,CAN,2002,9.36996095
Canada,CAN,2003,9.54031491
Canada,CAN,2004,9.55593893
Canada,CAN,2005,9.57259884
Canada,CAN,2006,9.75077613
Canada,CAN,2007,9.834884
Canada,CAN,2008,10.0314672
Canada,CAN,2009,11.17309256
Canada,CAN,2010,11.20113293
Canada,CAN,2011,10.82129629
Canada,CAN,2012,10.77921223
Canada,CAN,2013,10.66516682
Canada,CAN,2014,10.449582
Cape Verde,CPV,1995,5.28728442
Cape Verde,CPV,1996,4.82373976
Cape Verde,CPV,1997,4.73245519
Cape Verde,CPV,1998,5.23817847
Cape Verde,CPV,1999,4.64854913
Cape Verde,CPV,2000,4.81197137
Cape Verde,CPV,2001,5.18842561
Cape Verde,CPV,2002,5.17292778
Cape Verde,CPV,2003,4.99736722
Cape Verde,CPV,2004,5.06127652
Cape Verde,CPV,2005,4.85837167
Cape Verde,CPV,2006,5.11488034
Cape Verde,CPV,2007,4.30181632
Cape Verde,CPV,2008,3.96261016
Cape Verde,CPV,2009,4.24249163
Cape Verde,CPV,2010,4.8314955
Cape Verde,CPV,2011,4.5981957
Cape Verde,CPV,2012,4.60767994
Cape Verde,CPV,2013,4.29340629
Cape Verde,CPV,2014,4.75969597
Caribbean small states,,1995,5.250888418
Caribbean small states,,1996,5.3234758
Caribbean small states,,1997,5.558022974
Caribbean small states,,1998,5.3058806
Caribbean small states,,1999,5.139171339
Caribbean small states,,2000,5.192208914
Caribbean small states,,2001,5.119721512
Caribbean small states,,2002,5.167930213
Caribbean small states,,2003,5.183986413
Caribbean small states,,2004,5.313580236
Caribbean small states,,2005,5.140255594
Caribbean small states,,2006,5.014127358
Caribbean small states,,2007,5.356798898
Caribbean small states,,2008,5.359408287
Caribbean small states,,2009,6.244111437
Caribbean small states,,2010,5.809415326
Caribbean small states,,2011,5.734225612
Caribbean small states,,2012,6.184928244
Caribbean small states,,2013,6.172544152
Caribbean small states,,2014,6.114070674
Central African Republic,CAF,1995,3.60367411
Central African Republic,CAF,1996,4.49230966
Central African Republic,CAF,1997,3.58946373
Central African Republic,CAF,1998,3.74819755
Central African Republic,CAF,1999,4.07258453
Central African Republic,CAF,2000,4.23554071
Central African Republic,CAF,2001,3.94971705
Central African Republic,CAF,2002,4.16499024
Central African Republic,CAF,2003,4.30920674
Central African Republic,CAF,2004,4.10144818
Central African Republic,CAF,2005,4.29009912
Central African Republic,CAF,2006,3.98872906
Central African Republic,CAF,2007,4.04420573
Central African Republic,CAF,2008,4.30491314
Central African Republic,CAF,2009,3.57683853
Central African Republic,CAF,2010,3.89743425
Central African Republic,CAF,2011,3.73272849
Central African Republic,CAF,2012,3.62284672
Central African Republic,CAF,2013,3.82208893
Central African Republic,CAF,2014,4.20022213
Central Europe and the Baltics,,1995,5.818469019
Central Europe and the Baltics,,1996,5.97055358
Central Europe and the Baltics,,1997,5.832281657
Central Europe and the Baltics,,1998,5.966681766
Central Europe and the Baltics,,1999,6.058398375
Central Europe and the Baltics,,2000,5.978439658
Central Europe and the Baltics,,2001,6.158766633
Central Europe and the Baltics,,2002,6.452927972
Central Europe and the Baltics,,2003,6.694320208
Central Europe and the Baltics,,2004,6.685616629
Central Europe and the Baltics,,2005,6.689095233
Central Europe and the Baltics,,2006,6.558776991
Central Europe and the Baltics,,2007,6.528864802
Central Europe and the Baltics,,2008,6.83835682
Central Europe and the Baltics,,2009,7.347686517
Central Europe and the Baltics,,2010,7.188956539
Central Europe and the Baltics,,2011,6.990391273
Central Europe and the Baltics,,2012,6.972659367
Central Europe and the Baltics,,2013,6.878457379
Central Europe and the Baltics,,2014,6.844175779
Chad,TCD,1995,5.78536987
Chad,TCD,1996,5.41033448
Chad,TCD,1997,5.55698269
Chad,TCD,1998,5.41150051
Chad,TCD,1999,5.8664633
Chad,TCD,2000,6.27665152
Chad,TCD,2001,6.08614845
Chad,TCD,2002,8.33249881
Chad,TCD,2003,5.49054134
Chad,TCD,2004,5.71977487
Chad,TCD,2005,3.91024833
Chad,TCD,2006,3.32174296
Chad,TCD,2007,3.34616501
Chad,TCD,2008,2.9164692
Chad,TCD,2009,3.30677754
Chad,TCD,2010,2.94877337
Chad,TCD,2011,3.16873244
Chad,TCD,2012,3.0003298
Chad,TCD,2013,3.41745392
Chad,TCD,2014,3.6211644
Chile,CHL,1995,5.15357961
Chile,CHL,1996,5.65542143
Chile,CHL,1997,5.77650605
Chile,CHL,1998,6.23410258
Chile,CHL,1999,6.39504662
Chile,CHL,2000,6.39554049
Chile,CHL,2001,6.50868916
Chile,CHL,2002,6.47573804
Chile,CHL,2003,7.33944363
Chile,CHL,2004,6.93393245
Chile,CHL,2005,6.69119625
Chile,CHL,2006,6.18107636
Chile,CHL,2007,6.34524532
